date,temp,pm10,o3
1987-02-27,19.16666667,48.95607373,13.90551314
1987-02-28,19.44444444,23.95607374,6.551346481
1987-03-01,18.88888889,7.956073737,14.90134648
1987-03-02,20,28.95607373,20.34301314
1987-03-03,17.5,24.95607373,19.25967981
1987-03-04,18.33333333,38.49162794,5.113846481
1987-03-05,21.66666667,22.95607374,13.32217981
1987-03-06,24.16666667,68.95607373,8.775078361
1987-03-07,30.27777778,41.95607373,25.11384648
1987-03-08,27.5,53.95607373,30.98884648
1987-03-09,14.44444444,17.95607374,29.36384648
1987-03-10,11.38888889,17.54051725,27.90551314
1987-03-11,13.05555556,30.95607373,19.30134648
1987-03-12,15.83333333,64.95607373,19.98884648
1987-03-13,16.11111111,39.95607373,22.00967981
1987-03-14,17.77777778,41.95607373,17.48884648
1987-03-16,18.05555556,24.88120038,35.90279575
1987-03-17,18.61111111,47.95607373,27.34301314
1987-03-18,19.16666667,55.95607373,19.83955635
1987-03-19,20.27777778,24.95607373,31.20610838
1987-03-20,21.11111111,20.95607374,34.51313661
1987-03-21,21.38888889,32.95607373,36.09646994
1987-03-22,23.88888889,35.83169065,35.55480327
1987-03-23,26.94444444,62.95607373,30.98467981
1987-03-24,29.16666667,50.95607373,25.15551314
1987-03-25,22.22222222,6.956073737,14.40551314
1987-03-26,22.22222222,35.95607373,14.64793739
1987-03-27,21.11111111,39.95607373,16.15551314
1987-03-28,22.77777778,31.62733762,19.80134648
1987-03-29,19.16666667,29.95607373,20.50273537
1987-03-30,13.33333333,19.95607374,29.96801314
1987-03-31,13.88888889,35.95607373,24.24875352
1987-04-01,20.27777778,28.95607373,21.60609615
1987-04-02,13.61111111,36.95607373,22.45803468
1987-04-03,12.77777778,19.00942282,17.11088442
1987-04-04,16.94444444,18.95607374,28.73730488
1987-04-05,21.38888889,10.95607374,36.24641725
1987-04-06,25,11.95607374,32.11500563
1987-04-07,24.72222222,20.95607374,26.14949299
1987-04-08,19.44444444,11.95607374,21.92480488
1987-04-09,25,76.34865035,16.05023076
1987-04-10,30.27777778,61.95607373,22.44458927
1987-04-11,25.55555556,16.95607374,29.47506186
1987-04-12,24.72222222,29.95607373,26.38083127
1987-04-13,23.88888889,39.95607373,18.5233411
1987-04-14,26.38888889,25.95607373,14.07096014
1987-04-15,25.83333333,29.39515317,17.81535508
1987-04-16,27.22222222,19.25775155,22.80345032
1987-04-17,29.16666667,35.95607373,19.91059317
1987-04-18,31.38888889,98.95607373,31.72910045
1987-04-20,36.66666667,47.95607373,41.77172644
1987-04-21,28.33333333,34.51464215,20.98282632
1987-04-22,23.33333333,20.95607374,9.602617991
1987-04-23,26.11111111,18.95607374,10.59129552
1987-04-24,24.44444444,8.956073737,28.22240966
1987-04-25,25.55555556,22.95607374,27.46166438
1987-04-26,28.88888889,50.95607373,32.79794735
1987-04-27,28.61111111,34.1289016,36.26845265
1987-04-28,26.94444444,64.95607373,22.73374835
1987-04-29,33.05555556,53.95607373,34.78165042
1987-04-30,22.77777778,11.95607374,35.52344405
1987-05-01,26.94444444,58.95607373,20.30041958
1987-05-02,26.66666667,22.95607374,25.38294787
1987-05-03,22.22222222,18.00766293,27.89070321
1987-05-04,23.88888889,18.95607374,31.28946969
1987-05-05,25.27777778,52.95607373,23.42448572
1987-05-07,30.27777778,33.95607373,30.25985709
1987-05-08,30,46.95607373,17.32413047
1987-05-09,35.83333333,55.14429347,43.69163317
1987-05-11,36.66666667,73.95607373,45.41727143
1987-05-12,25.83333333,4.956073737,25.87761071
1987-05-13,30,12.95607374,27.11950362
1987-05-15,28.61111111,19.47401478,24.66411413
1987-05-16,31.94444444,39.95607373,32.39654718
1987-05-17,36.38888889,55.95607373,51.02073014
1987-05-19,34.72222222,34.95607373,26.90745107
1987-05-20,34.16666667,39.95607373,15.88621558
1987-05-21,38.33333333,42.54821942,33.93743841
1987-05-23,25.55555556,5.956073737,11.1120308
1987-05-25,29.16666667,42.95607373,13.55946323
1987-05-26,37.77777778,20.95607374,30.11478894
1987-05-27,40.83333333,39.61521919,31.34718321
1987-05-28,40.83333333,41.95607373,29.70668996
1987-05-29,40.83333333,42.95607373,26.89926655
1987-05-30,39.44444444,27.95607373,22.5182808
1987-05-31,39.44444444,24.95607373,32.18717961
1987-06-01,38.61111111,22.95607374,34.94622833
1987-06-02,37.22222222,31.31339216,18.96619746
1987-06-03,35.55555556,34.95607373,23.59269572
1987-06-04,32.22222222,37.95607373,21.05210408
1987-06-05,36.11111111,53.95607373,33.2273013
1987-06-06,36.66666667,49.95607373,43.91077385
1987-06-07,40.27777778,38.95607373,51.02014885
1987-06-08,38.61111111,47.38155276,49.45629016
1987-06-09,29.16666667,7.956073737,30.25026292
1987-06-10,31.11111111,42.95607373,29.32521763
1987-06-11,37.5,38.95607373,28.39439128
1987-06-12,41.66666667,33.95607373,29.43717511
1987-06-13,40,65.95607373,40.17969405
1987-06-14,43.33333333,40.56523337,46.01407632
1987-06-15,38.05555556,20.95607374,33.78227557
1987-06-16,38.88888889,38.95607373,33.27170794
1987-06-17,40,63.95607373,55.10332044
1987-06-18,41.94444444,82.95607373,63.56613137
1987-06-19,40.27777778,72.95607373,47.98001498
1987-06-20,40,57.23190003,46.48440391
1987-06-21,39.44444444,34.95607373,33.50499931
1987-06-22,34.44444444,44.95607373,25.70344119
1987-06-23,37.5,41.95607373,33.02403966
1987-06-24,39.44444444,55.95607373,49.90836224
1987-06-25,36.38888889,45.95607373,33.89353487
1987-06-26,35.55555556,27.59626623,20.92046074
1987-06-27,33.05555556,28.95607373,22.13921074
1987-06-28,37.22222222,26.95607373,31.97581037
1987-06-29,37.5,35.95607373,28.09861295
1987-06-30,36.38888889,35.95607373,19.29690391
1987-07-01,35.27777778,14.95607374,33.51334654
1987-07-02,36.66666667,41.69230809,37.01944179
1987-07-03,40.27777778,40.95607373,43.37313017
1987-07-04,37.5,16.95607374,32.69098028
1987-07-06,41.66666667,25.93102111,32.1036933
1987-07-08,41.94444444,36.12167688,31.73807067
1987-07-09,41.94444444,23.8033517,25.69862079
1987-07-10,41.66666667,25.65051258,23.92142314
1987-07-11,41.66666667,71.58846396,29.36938453
1987-07-12,41.38888889,39.59476192,29.9944056
1987-07-13,33.05555556,25.54381554,10.50767907
1987-07-14,34.44444444,19.94675805,22.41748711
1987-07-15,32.22222222,9.498862864,23.39991503
1987-07-16,33.61111111,19.21134724,32.72556009
1987-07-17,40.55555556,31.53157813,42.94689718
1987-07-18,41.38888889,43.52850454,48.12003263
1987-07-19,44.16666667,64.57601114,47.34667826
1987-07-20,42.5,63.23613183,41.34875155
1987-07-21,42.22222222,50.54648561,58.98016147
1987-07-22,41.94444444,90.55914237,45.53731603
1987-07-23,42.77777778,109.5497102,59.10817976
1987-07-24,43.33333333,73.19574124,35.64819283
1987-07-25,44.16666667,45.67363784,43.61858692
1987-07-26,40.83333333,28.61509942,27.7709553
1987-07-27,36.66666667,24.73232135,15.6824636
1987-07-28,37.5,31.30575702,20.26422922
1987-07-29,40.55555556,17.76402906,24.90261432
1987-07-30,41.38888889,67.84088432,50.62855334
1987-07-31,41.94444444,40.83490947,38.6657006
1987-08-01,45.55555556,55.31193451,39.70136722
1987-08-02,45,38.92453212,46.91121213
1987-08-03,43.33333333,47.00923816,30.53911582
1987-08-04,38.88888889,14.0213487,21.71735149
1987-08-05,37.22222222,8.107946783,21.01236472
1987-08-06,37.22222222,43.07518816,29.83245219
1987-08-07,41.38888889,49.09647603,45.49522503
1987-08-08,38.05555556,49.24493738,23.71531139
1987-08-09,37.5,22.28067405,26.68433652
1987-08-10,36.66666667,17.33985802,30.24611572
1987-08-11,38.61111111,34.34622902,34.15302061
1987-08-12,39.44444444,73.34622902,37.31319415
1987-08-13,39.16666667,63.01544113,36.24813738
1987-08-14,38.33333333,44.24589798,24.4733949
1987-08-15,41.38888889,34.61935402,33.27518069
1987-08-16,41.66666667,36.26105974,32.17367474
1987-08-17,38.05555556,32.51284897,26.40397247
1987-08-18,35.83333333,41.45310055,14.2616524
1987-08-19,36.11111111,28.96710116,19.18811954
1987-08-20,36.11111111,42.23800621,31.05781835
1987-08-21,39.44444444,36.15435841,37.89360553
1987-08-22,36.94444444,25.1567182,24.09173472
1987-08-23,32.22222222,17.24818186,17.88277719
1987-08-24,31.38888889,36.31689255,12.60469362
1987-08-25,30,34.52592143,7.176509542
1987-08-26,31.66666667,43.28104349,8.605950462
1987-08-27,32.5,13.30214392,14.40921368
1987-08-28,32.5,25.31451719,22.5080781
1987-08-30,37.22222222,28.28416,23.07906684
1987-08-31,31.66666667,23.3425923,16.01636596
1987-09-01,32.77777778,30.42171112,18.2072972
1987-09-02,31.38888889,10.25718839,22.1901332
1987-09-03,30.83333333,17.27851518,20.92405997
1987-09-06,38.88888889,61.07543339,38.29984745
1987-09-12,35,28.40050736,15.58861996
1987-09-16,35.55555556,26.67089366,10.7048832
1987-09-17,34.72222222,23.73908773,13.68665436
1987-09-18,32.5,24.16091139,7.100036959
1987-09-21,28.05555556,22.8116353,5.005353774
1987-09-23,32.22222222,31.88080075,13.42906086
1987-09-24,30.27777778,21.67413088,16.99871602
1987-09-25,28.61111111,48.82009788,13.79909368
1987-09-26,33.33333333,35.78367615,23.04841206
1987-09-27,39.16666667,42.69914667,28.25791458
1987-09-28,35.55555556,50.73620016,30.26503357
1987-09-29,31.38888889,27.73012987,12.76461943
1987-09-30,27.77777778,23.98820938,11.43733108
1987-10-01,28.05555556,37.7392353,17.09086007
1987-10-02,23.33333333,45.78172731,15.42711866
1987-10-03,20.83333333,45.78901586,15.78318783
1987-10-04,26.11111111,43.73227045,19.2878375
1987-10-05,30.55555556,41.66354195,15.11380002
1987-10-06,22.5,20.93849935,7.612854925
1987-10-07,19.16666667,29.62395862,13.70795773
1987-10-08,20.27777778,34.58437528,10.55273414
1987-10-09,26.94444444,31.68686247,12.11734732
1987-10-10,20.83333333,21.70837482,9.198311473
1987-10-11,18.88888889,25.67488123,14.96890682
1987-10-12,20.83333333,40.61562217,12.68976966
1987-10-14,28.05555556,34.69761497,11.48587882
1987-10-15,32.22222222,45.7208846,25.24001911
1987-10-16,31.94444444,51.72345067,29.26507512
1987-10-17,23.88888889,12.72345067,9.428174966
1987-10-18,26.94444444,24.88225871,15.99375367
1987-10-19,24.72222222,4.813279288,19.08796696
1987-10-20,22.5,17.8224139,15.75761185
1987-10-21,17.77777778,15.25910132,6.65794298
1987-10-22,21.11111111,18.78597005,6.647171429
1987-10-23,18.88888889,43.70984826,8.585183061
1987-10-24,18.61111111,26.84375876,7.935567636
1987-10-26,21.94444444,26.65504057,5.15178176
1987-10-27,21.94444444,24.70123537,9.852629984
1987-10-28,18.61111111,24.73317834,5.143875936
1987-10-29,21.94444444,41.81843475,7.533572511
1987-10-30,27.5,50.59833789,17.25008703
1987-10-31,26.11111111,53.83061424,13.17398409
1987-11-01,29.44444444,23.82147962,10.1302345
1987-11-02,32.77777778,39.79799807,12.20641587
1987-11-04,28.61111111,40.81996756,16.9174555
1987-11-05,19.72222222,23.59557194,18.31443669
1987-11-06,19.16666667,37.74482455,7.527002103
1987-11-07,22.5,39.64107462,4.068186585
1987-11-08,24.72222222,58.69309729,21.82824867
1987-11-09,16.66666667,10.72051656,24.5924009
1987-11-10,16.11111111,4.856663059,25.49037806
1987-11-11,16.66666667,28.25863073,6.820830103
1987-11-12,21.38888889,39.60857389,7.415333264
1987-11-13,24.16666667,47.64359259,4.329310813
1987-11-14,23.33333333,10.58824481,9.529697689
1987-11-15,25.27777778,43.64749499,17.60662379
1987-11-16,28.33333333,26.71174077,15.46016896
1987-11-17,25,16.53619376,11.28900297
1987-11-19,18.05555556,20.62110609,8.590441024
1987-11-20,12.5,26.72176464,22.74411903
1987-11-21,11.38888889,19.74299502,8.888079826
1987-11-23,21.38888889,28.18641908,9.463600568
1987-11-24,19.16666667,44.72495704,6.483622472
1987-11-25,19.44444444,2.733976032,10.72880111
1987-11-26,19.44444444,7.672425696,21.19126093
1987-11-29,18.88888889,9.803667342,3.032640817
1987-12-01,15,20.26116041,10.91344408
1987-12-02,13.88888889,14.95743317,8.129993358
1987-12-03,14.16666667,21.9762901,3.879655454
1987-12-04,12.22222222,27.02755994,9.773119221
1987-12-05,12.22222222,22.64840802,11.34378255
1987-12-06,14.72222222,14.01549645,12.46103971
1987-12-07,18.61111111,17.02584071,3.295895332
1987-12-08,23.05555556,19.73872301,2.978656981
1987-12-09,24.72222222,12.63422079,7.022767074
1987-12-10,18.33333333,23.65514782,4.838679323
1987-12-11,20,21.37047626,2.199062567
1987-12-12,16.66666667,20.67639381,8.468651062
1987-12-13,14.72222222,25.74620213,10.59519207
1987-12-14,13.88888889,34.69903253,10.60683262
1987-12-15,14.44444444,10.79898709,6.88128038
1987-12-16,12.5,27.70186249,9.421075155
1987-12-17,8.611111111,24.69386395,4.876894907
1987-12-18,10,27.93253342,1.643575452
1987-12-19,16.11111111,11.95706145,1.059045471
1987-12-20,16.11111111,16.98637675,9.2946262
1987-12-23,16.94444444,33.44086868,2.990434982
1987-12-25,15.55555556,7.979277582,14.63983918
1987-12-27,13.33333333,36.96088658,9.207656221
1987-12-29,10.83333333,17.82006725,18.88653068
1987-12-31,10.27777778,13.11419173,13.5689809
1988-01-03,10.83333333,17.15764944,8.232056058
1988-01-04,0,21.59915536,17.89290354
1988-01-05,-6.388888889,16.10212996,12.68979147
1988-01-06,-5.833333333,66.87741681,6.630475216
1988-01-07,-1.111111111,65.66591014,1.468596151
1988-01-08,1.944444444,78.62221075,3.526871296
1988-01-09,-2.5,39.4623402,6.935567803
1988-01-10,-1.944444444,34.50874388,5.773470923
1988-01-11,10.55555556,30.58618597,5.568200933
1988-01-12,13.05555556,34.64478987,16.16016028
1988-01-13,3.888888889,42.63377224,13.24202503
1988-01-14,3.333333333,37.55722358,2.098566964
1988-01-15,12.77777778,19.40435561,3.110331873
1988-01-16,18.88888889,28.52630854,13.37469531
1988-01-17,17.77777778,17.45062185,5.830152929
1988-01-19,16.94444444,30.54213295,12.19450377
1988-01-20,16.11111111,13.43051196,5.873966365
1988-01-21,13.05555556,11.83329549,15.39388646
1988-01-22,12.22222222,23.55872861,5.915368747
1988-01-23,8.888888889,15.29437041,7.24141747
1988-01-24,10.83333333,18.29127595,8.580410628
1988-01-25,5.277777778,26.30049517,7.495617543
1988-01-26,2.222222222,37.312897,6.343649827
1988-01-27,1.111111111,43.26029114,6.486257038
1988-01-28,9.166666667,41.36168436,10.10560939
1988-01-29,16.94444444,29.13341817,10.04120387
1988-01-30,25.27777778,15.15817387,23.31536231
1988-01-31,22.77777778,34.11133334,19.54568491
1988-02-01,12.77777778,5.189042126,21.17773929
1988-02-02,9.722222222,15.14868265,25.82159898
1988-02-03,10.55555556,31.45743122,14.82381056
1988-02-04,6.388888889,43.85374801,14.40418185
1988-02-05,-0.555555556,28.81028396,18.04498324
1988-02-06,-1.111111111,30.81421843,19.2505991
1988-02-07,6.388888889,23.87558014,17.40468347
1988-02-08,5.277777778,34.75721948,11.49707678
1988-02-09,6.944444444,33.46840413,12.28973548
1988-02-10,6.111111111,27.63574407,21.53290369
1988-02-11,6.111111111,19.74935063,28.4392645
1988-02-12,2.222222222,35.65974787,17.74230235
1988-02-13,1.111111111,33.79983437,11.22795796
1988-02-15,11.66666667,24.31084897,18.31907366
1988-02-16,11.94444444,25.71333857,6.382916552
1988-02-17,14.44444444,51.63888763,10.31970751
1988-02-18,14.72222222,53.58939319,8.369274089
1988-02-19,15,68.58719811,9.247027567
1988-02-20,9.166666667,28.62482187,23.49844295
1988-02-21,6.388888889,21.05512401,17.33525272
1988-02-22,19.44444444,14.54077055,17.66834644
1988-02-23,12.22222222,35.52818777,23.68357819
1988-02-24,9.444444444,56.73068402,18.57489878
1988-02-26,19.16666667,45.22444156,13.59749454
1988-02-27,15,19.66534373,33.77924883
1988-02-28,16.38888889,45.04513693,16.61347084
1988-02-29,19.16666667,20.0640111,16.59232352
1988-03-01,20,21.12231325,22.25075347
1988-03-02,16.94444444,24.17382316,24.58139021
1988-03-03,12.22222222,8.075982633,33.70256962
1988-03-04,13.05555556,21.454663,30.75576467
1988-03-05,14.44444444,30.96723145,10.30278117
1988-03-07,20.55555556,48.93252105,11.13708348
1988-03-10,18.33333333,37.31161463,21.50407978
1988-03-11,23.05555556,26.91821157,11.65626418
1988-03-12,21.11111111,13.81790276,22.31718554
1988-03-14,10.55555556,17.8521591,25.13653155
1988-03-15,10.27777778,27.81092202,21.50053964
1988-03-16,15.27777778,24.46275809,20.62712351
1988-03-18,16.38888889,37.67831026,17.25278734
1988-03-19,15,20.69155866,21.93517736
1988-03-20,13.05555556,-1.27805356,33.42809491
1988-03-21,13.88888889,14.77914304,36.7323995
1988-03-22,23.05555556,54.30517842,20.13610545
1988-03-23,28.33333333,74.76391868,31.59991694
1988-03-24,28.61111111,42.74332908,23.25800345
1988-03-25,26.66666667,15.73527456,20.77042456
1988-03-26,18.88888889,49.80686689,19.51374448
1988-03-27,19.44444444,45.79821256,21.40554723
1988-03-28,24.16666667,27.62196591,9.381742532
1988-03-29,22.5,19.84903485,12.49086104
1988-03-30,19.72222222,23.81551562,17.54030723
1988-03-31,20.55555556,33.8183508,17.03493813
1988-04-01,20.55555556,20.83512193,34.01952808
1988-04-02,27.22222222,30.96053448,8.7941855
1988-04-03,26.94444444,16.37346763,21.71181828
1988-04-05,35.83333333,33.1187017,29.85620314
1988-04-06,25,9.318023387,30.1224535
1988-04-07,25,23.26217499,22.41015956
1988-04-08,25.83333333,23.2512442,17.56419681
1988-04-09,26.38888889,47.10527355,18.90000892
1988-04-10,21.11111111,26.14174531,16.59161559
1988-04-11,22.77777778,22.11950451,27.95703147
1988-04-12,23.61111111,29.07690166,27.22662965
1988-04-14,21.11111111,16.01522925,25.24009281
1988-04-15,20.27777778,19.58044856,23.31532911
1988-04-16,23.61111111,34.01522926,20.61803304
1988-04-17,30,66.93897508,37.50952438
1988-04-18,20.83333333,31.91430287,28.6348787
1988-04-19,19.72222222,42.82211599,20.05760078
1988-04-20,22.5,42.80936431,20.04383831
1988-04-21,17.77777778,30.57538907,17.79111869
1988-04-22,22.5,41.79661263,25.24427537
1988-04-23,21.66666667,34.85399518,19.77872785
1988-04-24,22.22222222,24.90751924,23.75445657
1988-04-25,27.22222222,34.90702683,21.48888346
1988-04-26,24.16666667,9.90384957,22.27051705
1988-04-27,19.16666667,11.3973528,23.37689037
1988-04-28,24.16666667,23.85061452,24.94696546
1988-04-29,24.44444444,38.87930579,21.11143308
1988-04-30,27.22222222,23.95203751,21.84646015
1988-05-01,26.66666667,23.95697643,31.15842367
1988-05-02,28.88888889,40.93784892,34.02692827
1988-05-03,28.61111111,39.85779462,34.09874137
1988-05-04,26.38888889,39.02542607,32.98583643
1988-05-05,27.5,42.3879201,27.06217494
1988-05-06,31.38888889,51.1845188,24.65872351
1988-05-07,31.66666667,74.17127416,31.90579798
1988-05-08,34.72222222,356.1767544,49.11804377
1988-05-09,28.33333333,22.4781491,25.01709205
1988-05-10,28.88888889,27.27876782,18.57073045
1988-05-11,30.83333333,50.23732487,22.57483958
1988-05-12,34.44444444,46.36080143,32.36141977
1988-05-13,29.44444444,21.35649363,29.02310122
1988-05-14,30.55555556,51.48401041,27.92600215
1988-05-15,36.66666667,56.27034143,35.5623798
1988-05-17,26.11111111,20.49409113,26.25485583
1988-05-18,27.77777778,26.53369337,26.5263483
1988-05-19,30.55555556,34.54811717,29.82566698
1988-05-20,32.22222222,54.62840516,28.76525229
1988-05-21,33.05555556,43.6426203,40.58715162
1988-05-23,26.94444444,34.78393699,19.70425936
1988-05-24,26.66666667,17.8457695,32.45652837
1988-05-25,24.16666667,16.95637135,24.0980937
1988-05-26,30.83333333,43.91811631,25.93706458
1988-05-27,35.83333333,59.04638257,40.36894419
1988-05-30,39.16666667,67.23980941,52.10679713
1988-05-31,39.44444444,140.2780585,50.30397464
1988-06-01,39.72222222,134.2969954,48.36359653
1988-06-02,32.22222222,40.91020734,30.62744631
1988-06-03,29.72222222,20.28752698,26.7402837
1988-06-04,31.94444444,46.26143618,23.72250142
1988-06-05,37.77777778,60.33987872,43.45283411
1988-06-07,41.11111111,131.2189804,52.84758799
1988-06-08,32.22222222,65.40782219,30.02556495
1988-06-10,28.33333333,22.13637173,25.89346599
1988-06-11,34.44444444,42.12717425,32.81501095
1988-06-12,37.22222222,42.02864545,46.73545743
1988-06-13,40.55555556,67.04463872,48.22657847
1988-06-14,42.77777778,84.00312653,51.93226688
1988-06-15,42.5,69.94980297,46.24302169
1988-06-16,36.66666667,30.92517173,27.26866352
1988-06-17,35.27777778,37.98488026,31.59052234
1988-06-18,38.61111111,46.89308766,40.51241561
1988-06-20,46.38888889,81.50058901,59.69539414
1988-06-21,45.27777778,72.80141079,51.1450702
1988-06-22,43.05555556,75.80141079,53.18302022
1988-06-23,36.11111111,17.77384404,28.65624955
1988-06-26,32.5,15.22476758,24.60910537
1988-06-27,32.77777778,12.60827679,18.24432567
1988-06-29,32.22222222,8.662262266,26.78101946
1988-06-30,31.38888889,2.67250242,23.38628458
1988-07-01,33.88888889,10.59794198,22.17844437
1988-07-02,33.33333333,19.86531444,21.5788744
1988-07-04,37.77777778,42.46122969,46.82959419
1988-07-06,43.05555556,107.519522,54.00358938
1988-07-07,44.44444444,107.6990753,57.70132006
1988-07-08,43.33333333,100.8775528,47.35799758
1988-07-09,43.05555556,76.99427438,47.96738315
1988-07-11,39.72222222,33.99621107,33.02961475
1988-07-12,36.94444444,6.001671326,26.38913171
1988-07-13,41.66666667,42.04098167,30.88774717
1988-07-14,45.55555556,53.70925801,44.88559472
1988-07-15,45.27777778,70.07371754,40.76384568
1988-07-16,44.44444444,45.10010643,36.39504565
1988-07-17,40.55555556,14.03841558,29.63141789
1988-07-19,38.88888889,27.13438756,24.65577693
1988-07-20,38.33333333,26.71691109,26.95710098
1988-07-21,36.94444444,24.08446824,23.40795141
1988-07-22,36.66666667,7.006193177,25.94090829
1988-07-23,37.22222222,20.06315681,26.67748532
1988-07-24,39.16666667,45.98555308,34.90556829
1988-07-25,39.16666667,31.01555308,38.09054019
1988-07-26,38.05555556,17.14347595,22.14394436
1988-07-27,39.44444444,51.00888641,31.3128129
1988-07-28,43.88888889,60.05555308,47.25872304
1988-07-29,43.33333333,65.09502409,55.96784777
1988-07-30,43.05555556,32.09948803,44.63805063
1988-08-01,46.66666667,61.38895162,43.40388479
1988-08-02,46.94444444,58.92402704,47.74986081
1988-08-03,46.11111111,56.96108378,38.65776776
1988-08-04,45.55555556,57.93033833,41.13688375
1988-08-05,39.72222222,55.90704357,34.73187969
1988-08-07,40.55555556,34.70103706,39.92164819
1988-08-08,43.88888889,58.86485571,51.77890586
1988-08-09,41.11111111,59.82090553,29.52193893
1988-08-10,39.72222222,27.70153681,29.56121367
1988-08-12,43.61111111,57.68926422,26.07341469
1988-08-13,43.61111111,66.11118526,35.74174783
1988-08-15,43.88888889,23.78054536,37.14573898
1988-08-16,45,60.81318124,32.87759766
1988-08-17,46.11111111,60.92337628,37.82417094
1988-08-18,41.94444444,54.8455059,32.61890931
1988-08-19,36.94444444,24.27252106,14.3437916
1988-08-20,37.77777778,23.19372654,36.86247877
1988-08-22,36.11111111,31.15434212,23.69629475
1988-08-23,38.88888889,39.11669398,31.19962279
1988-08-24,36.66666667,81.07568679,20.67644939
1988-08-25,35.83333333,46.1647226,19.98149875
1988-08-26,33.88888889,33.08187042,15.2409053
1988-08-28,32.77777778,81.15157802,18.08097813
1988-08-29,30.55555556,21.13499145,19.25977343
1988-08-30,32.22222222,29.03896257,18.51171088
1988-08-31,36.38888889,43.40531503,29.60889212
1988-09-01,37.22222222,39.99586886,35.47713653
1988-09-02,37.77777778,56.90409811,33.37949282
1988-09-03,37.22222222,29.93725488,31.58280018
1988-09-04,32.22222222,19.75702746,32.49314561
1988-09-06,27.77777778,25.0606165,15.26983606
1988-09-07,30.83333333,25.25861216,26.40709329
1988-09-08,36.11111111,45.69911223,34.52208125
1988-09-09,33.88888889,57.6436997,16.08373179
1988-09-10,34.72222222,68.74839745,17.96660984
1988-09-12,39.16666667,26.95238184,17.36823562
1988-09-13,32.22222222,49.6689429,13.93126727
1988-09-14,33.88888889,49.64518975,21.79584549
1988-09-15,33.05555556,29.72141732,18.30175651
1988-09-16,33.61111111,46.71096725,14.73389048
1988-09-18,39.72222222,35.75146217,18.65535564
1988-09-19,34.44444444,17.6666003,13.12048373
1988-09-20,30.55555556,25.67353461,12.09461828
1988-09-24,28.61111111,42.26828389,14.65708204
1988-09-30,35.27777778,46.11622426,11.82543804
1988-10-01,31.66666667,4.209824786,10.01333579
1988-10-02,28.61111111,14.19838732,18.22059115
1988-10-04,21.11111111,25.24198501,11.11891967
1988-10-05,21.11111111,22.27341884,10.37521471
1988-10-06,21.38888889,29.68518108,8.934901158
1988-10-08,26.11111111,48.11624972,11.5197224
1988-10-10,29.44444444,31.1895563,20.02792675
1988-10-11,20.83333333,40.14398434,12.79853633
1988-10-12,18.88888889,22.37800061,14.08327026
1988-10-14,29.44444444,51.1000105,17.29154798
1988-10-15,34.16666667,43.05708982,34.7441209
1988-10-16,31.94444444,35.16425086,25.50963104
1988-10-18,24.72222222,18.16678944,10.30877032
